job_title,company_name,required_skills,salary_range,location,experience_required,date_posted,job_url,salary_low,salary_high,salary_low_lpa,salary_high_lpa,salary_clean,min_experience,skills_count
Senior Managing Consultant Sap Eam Lead,Ibm,"SAP S/HANA EAM, Solution Design, Client Collaboration, Plant Maintenance, Data Analytics",Not disclosed,Dallas,5 - 8 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/senior-managing-consultant-sap-eam-lead-ibm-dallas-other-citys-in-new-york-5-8-years-jobid-8owOOAo9U71zpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,5,5
Data Platform Engineer,Accenture,"Data Modeling Techniques, Dimensional Modeling, Cloud DB Design, Data Transformation, Data Analytics",Not disclosed,Indore,5 - 7 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/data-platform-engineer-accenture-indore-5-7-years-jobid-XGnX+B__SLASH__y+OFzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,5,5
"Consulting Account Executive, Nyc/Philly",Ibm,"Sales Strategy Development, Relationship Management, Data Analytics Knowledge, CRM Proficiency, Communication Skills",Not disclosed,Philadelphia,7 - 10 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/consulting-account-executive-nycphilly-ibm-philadelphia-other-citys-in-new-york-7-10-years-jobid-__SLASH__q0so1L1A9xzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,7,5
"Consultant, Advisors & Consulting Services  Performance Analytics",Master Card,"Data Analytics Software, Large Dataset Analysis, Presentation Development, Client Management, Team Collaboration",Not disclosed,Poland,2 - 5 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/consultant-advisors-consulting-services-performance-analytics-master-card-poland-2-5-years-jobid-N+pqpWn4+95zpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,2,5
Internal Product Manager,Adobe,"Product Management, Integration Technologies, Agile/Scrum Methodologies, Data Analytics, Cross Functional Collaboration",Not disclosed,Bengaluru,10 - 13 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/internal-product-manager-adobe-bengaluru-10-13-years-jobid-xZ5c+dpysHpzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,10,5
"Senior Strategist, Generative Ai, Trust And Safety",Google,"Data Analytics, Cybersecurity Knowledge, SQL Proficiency, Cross Functional Leadership, Problem Solving Expertise",Not disclosed,Seattle,4 - 7 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/senior-strategist-generative-ai-trust-and-safety-google-seattle-4-7-years-jobid-ihRITIh__SLASH__4HRzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,4,5
"Program Manager, Data Center Equipment Supply Planning",Google,"Supply Chain Management, Project Management, Inventory Optimization, Demand Planning, Data Analytics Tools",Not disclosed,Mexico,2 - 5 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/program-manager-data-center-equipment-supply-planning-google-mexico-2-5-years-jobid-eZw+VdBQ16JzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,2,5
"Senior Customer Engineer, Google Cloud",Google,"Cloud Engineering, Technical Stakeholder Engagement, Programming And Debugging, Solution Architecture, Data Analytics",Not disclosed,Japan,1 - 4 Yrs,2026-03-11,https://www.timesjobs.com/job-detail/senior-customer-engineer-google-cloud-google-japan-1-4-years-jobid-NnBYbAl7gVxzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,1,5
Sap Sac - Trainee Job Job Details | Yash Technologies,Yash Technologies,"Data Analytics Knowledge, SQL Proficiency, Visualization Concepts, Strong Problem Solving, Communication Skills",Not disclosed,Indore,0 - 1 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/sap-sac-trainee-job-job-details-yash-technologies-yash-technologies-indore-0-1-years-jobid-vrhL12aOWZZzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,0,5
Manager/ Senior Manager - Ad Sales (West) Mumbai Fancode  Ad Sales / Full-Time / On-Site,Fancode,"Digital Advertising Strategy, Account Management, Revenue Forecasting, Data Analytics Tools, Brand Building",Not disclosed,Mumbai,6 - 9 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/manager-senior-manager-ad-sales-west-mumbai-fancode-ad-sales-full-time-on-site-fancode-mumbai-6-9-years-jobid-1TAJF4aRIYZzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,6,5
"Manager, Sourcing & Supplier Management",Master Card,"Data Analytics, Supplier Management, Process Standardization, Cross Functional Collaboration, Contract Resource Management",Not disclosed,United States of America (USA),5 - 8 Yrs,2026-03-11,https://www.timesjobs.com/job-detail/manager-sourcing-supplier-management-master-card-united-states-of-america-usa-5-8-years-jobid-bTHPVxgj1rVzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,5,5
"Trust And Safety Analyst, Egregious Harms",Google,"Data Analytics Expertise, SQL Proficiency, Policy Development, Problem Solving Skills, Communication Skills",Not disclosed,United States of America (USA),4 - 6 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/trust-and-safety-analyst-egregious-harms-google-united-states-of-america-usa-4-6-years-jobid-4GfjCewE8LhzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,4,5
"Senior Manager/Manager, Marketing Ai Strategy",Cvent,"AI Project Management, Marketing Technology, Data Analytics Expertise, Stakeholder Communication, Collaboration & Influence",Not disclosed,United States of America (USA),8 - 11 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/senior-managermanager-marketing-ai-strategy-cvent-united-states-of-america-usa-8-11-years-jobid-CBy74SvWxqpzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,8,5
Director Of Branch Incentives & Reporting Strategy,Wells Fargo,"Incentive Program Design, Data Analytics Expertise, Performance Reporting, Stakeholder Management, Risk Management",Not disclosed,Other City(s) in New York,8 - 11 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/director-of-branch-incentives-reporting-strategy-wells-fargo-other-citys-in-new-york-8-11-years-jobid-b75EBEIGGNpzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,8,5
Analyst/Senior Analyst - Analytics & Research,Analytics Vidhya,"Data Science, Advanced Analytics, Big Data Analytics, Consulting, Business Analytics, Analyst",INR 360000 - 680000,Bengaluru,1 - 4 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/analystsenior-analyst-analytics-research-analytics-vidhya-bengaluru-1-4-years-jobid-iV9EiOnLAL5zpSvf+uAgZw==&source=srp,360000,680000,3.6,6.8,3.6 - 6.8 LPA,1,6
Azure Developer,Task Staffing Solutions,"Azure SQL DWH, Azure Data Factory, Power BI, Machine Learning, Data Analytics",Not disclosed,Remote,2 - 6 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/azure-developer-task-staffing-solutions-remote-2-6-years-jobid-kf50AGwo2D1zpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,2,5
Global E-Commerce Growth & Brand Manager,Mumbai Rozgaar Pvt Ltd,"E Commerce Strategy, Performance Marketing, Brand Development, Data Analytics, Digital Content Creation",Not disclosed,Mumbai,4 - 8 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/global-e-commerce-growth-brand-manager-mumbai-rozgaar-pvt-ltd-mumbai-4-8-years-jobid-8UmUvSHdDVdzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,4,5
Manager (Risk Analytics),Analytics Vidhya,"Data Analytics, Sas, Consulting, Ms Access, Data Warehousing, Predictive Modeling, Statistical Modeling",INR 360000 - 680000,Kolkata,5 - 8 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/manager-risk-analytics-analytics-vidhya-kolkata-5-8-years-jobid-CgvniE60aoBzpSvf+uAgZw==&source=srp,360000,680000,3.6,6.8,3.6 - 6.8 LPA,5,7
"Digital Marketing Training / Internship (Seo, Smo, Ppc)",Eglogics Softech Pvt. Ltd.,"Digital Marketing Strategy, SEO Optimization, Social Media Marketing, Content Creation, Data Analytics",Not disclosed,Noida/Greater Noida,0 - 1 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/digital-marketing-training-internship-seo-smo-ppc-eglogics-softech-pvt-ltd-noidagreater-noida-0-1-years-jobid-iG8QmDd+wNxzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,0,5
"Genai Policy Enforcement Manager, Youtube",Google,"Policy Enforcement, Data Analytics, Risk Management, Cross Functional Leadership, Strategic Problem Solving",Not disclosed,United States of America (USA),7 - 10 Yrs,2026-03-11,https://www.timesjobs.com/job-detail/genai-policy-enforcement-manager-youtube-google-united-states-of-america-usa-7-10-years-jobid-P1CslEzs29tzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,7,5
"Product Engineer, Servers And Storage Systems",Google,"Manufacturing Processes, Design For Manufacturing, Quality Assurance, Supply Chain Management, Data Analytics",Not disclosed,United States of America (USA),8 - 10 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/product-engineer-servers-and-storage-systems-google-united-states-of-america-usa-8-10-years-jobid-9dUashUNMtJzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,8,5
Generative Ai Developer-5+Yrs-Pan India Job In,Crescendo Global,"Generative AI Models, Machine Learning Frameworks, Data Analytics, Cloud Platforms, Python Programming",Not disclosed,Remote,5 - 8 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/generative-ai-developer-5yrs-pan-india-job-in-crescendo-global-remote-5-8-years-jobid-qYziA4TwvvhzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,5,5
Ai Transformation Leader,Times World Information Technology,"AI Transformation Strategy, Stakeholder Management, Data Analytics Solutions, Compliance Standards, Leadership Development",Not disclosed,India,1 - 4 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/ai-transformation-leader-times-world-information-technology-india-1-4-years-jobid-x36xg20pXEBzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,1,5
Data Platform Engineer,Accenture,"Unified Data Analytics, ETL/ELT Pipelines, Python Programming, Cloud Platforms, Data Modeling",Not disclosed,Indore,5 - 8 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/data-platform-engineer-accenture-indore-5-8-years-jobid-0xSJp4yIm7RzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,5,5
"Measurement Analyst, Media Lab (English)",Google,"Quantitative Research, Data Analytics Tools, Statistical Analysis, Change Management, Social Media Insights",Not disclosed,Mexico,4 - 7 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/measurement-analyst-media-lab-english-google-mexico-4-7-years-jobid-8X0NdKV3TH9zpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,4,5
"Customer Solutions Engineer, Gtech",Google,"Technical Troubleshooting, Programming Languages, Customer Relationship Management, Data Analytics, Business Process Optimization",Not disclosed,Other City(s) in New York,3 - 6 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/customer-solutions-engineer-gtech-google-other-citys-in-new-york-seattle-3-6-years-jobid-sFeQrl3Sy49zpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,3,5
"Technical Program Manager Iii, Software Development, Chrome Browser",Google,"Program Management, Software Development Lifecycle, Cross Functional Collaboration, Data Analytics, Technical Leadership",Not disclosed,Seattle,5 - 8 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/technical-program-manager-iii-software-development-chrome-browser-google-seattle-5-8-years-jobid-LgR3cpj1jFBzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,5,5
"Technical Program Manager Iii, Software Development, Chrome Browser",Google,"Program Management, Software Development Lifecycle, Cross Functional Leadership, Data Analytics, Risk Management",Not disclosed,Seattle,5 - 8 Yrs,2026-03-11,https://www.timesjobs.com/job-detail/technical-program-manager-iii-software-development-chrome-browser-google-seattle-5-8-years-jobid-waXOvQHYtdlzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,5,5
"Ux Design Manager, Waze",Google,"Product Design Leadership, Team Management, User Centric Design, AI Integration, Data Analytics",Not disclosed,Israel,8 - 11 Yrs,2026-03-11,https://www.timesjobs.com/job-detail/ux-design-manager-waze-google-israel-8-11-years-jobid-LMcgN0tYvr9zpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,8,5
Senior Managing Consultant Sap Wam / Eam Plant Maintenance,Ibm,"SAP S/HANA EAM, Solution Design, Client Collaboration, Plant Maintenance, Data Analytics",Not disclosed,Dallas,5 - 8 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/senior-managing-consultant-sap-wam-eam-plant-maintenance-ibm-dallas-other-citys-in-new-york-5-8-years-jobid-B3bm9ssCQvNzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,5,5
"Product Engineer, Arm Servers And Storage Systems",Google,"Design For Manufacturing, Quality Assurance, Process Optimization, Root Cause Analysis, Data Analytics",Not disclosed,Taiwan,5 - 10 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/product-engineer-arm-servers-and-storage-systems-google-taiwan-5-10-years-jobid-omId6yTQmdlzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,5,5
"Program Manager Ii, Spares Readiness, Data Center Operations",Google,"Program Management, Data Analytics, Supply Chain Operations, Cross Functional Coordination, Problem Solving",Not disclosed,United States of America (USA),2 - 5 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/program-manager-ii-spares-readiness-data-center-operations-google-united-states-of-america-usa-2-5-years-jobid-mqCz3EUunNBzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,2,5
"Policy Enforcement Manager, Technical Misinformation, Youtube Trust And Safety",Google,"Data Analytics Expertise, SQL Proficiency, Dashboard Building, Trend Identification, Cross Functional Communication",Not disclosed,Ireland,4 - 7 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/policy-enforcement-manager-technical-misinformation-youtube-trust-and-safety-google-ireland-4-7-years-jobid-kuEzZ+uTmkFzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,4,5
Digital Marketing Specialist,Google,"Digital Marketing Strategy, Campaign Implementation, Client Management, Stakeholder Collaboration, Data Analytics Proficiency",Not disclosed,Hyderabad,2 - 5 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/digital-marketing-specialist-google-hyderabadsecunderabad-2-5-years-jobid-ZZgyrEZ1C6VzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,2,5
"Principal Engineer, Geo Makers",Google,"Technical Leadership, Data Analytics, AI/ML Expertise, Cloud Computing, Cross Functional Collaboration",Not disclosed,San Francisco,1 - 4 Yrs,2026-03-11,https://www.timesjobs.com/job-detail/principal-engineer-geo-makers-google-san-francisco-other-citys-in-new-york-1-4-years-jobid-7lbPaa6lHnNzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,1,5
Process Innovation Professional-Record To Report,Ibm,"Finance And Administration, Client Engagement Management, Process Improvement, Team Mentorship, Data Analytics",Not disclosed,Bengaluru,1 - 2 Yrs,2026-03-11,https://www.timesjobs.com/job-detail/process-innovation-professional-record-to-report-ibm-bengaluru-1-2-years-jobid-WioAgZaYNH5zpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,1,5
"Program Manager, Supply Chain Analytics, Cloud Supply Chain",Google,"Program Management, Data Analytics, SQL Proficiency, Cross Functional Coordination, Supply Chain Insights",Not disclosed,United States of America (USA),5 - 7 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/program-manager-supply-chain-analytics-cloud-supply-chain-google-united-states-of-america-usa-5-7-years-jobid-1Eqfi9jPgfZzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,5,5
"Program Manager Iii, Excess And Obsolete Inventory, Google Cloud",Google,"Program Management, Inventory Management, Data Analytics, Supply Chain Efficiency, Cross Functional Collaboration",Not disclosed,Atlanta,5 - 8 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/program-manager-iii-excess-and-obsolete-inventory-google-cloud-google-atlanta-5-8-years-jobid-uKIsBo0lS61zpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,5,5
Assistant Manager- Business Intelligence,Analytics Vidhya,"Data Analytics, Data Mining, Text Analytics, Sql, Tableau, Statistical Modeling, Data Visualization",INR 360000 - 680000,Hyderabad,8 - 11 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/assistant-manager-business-intelligence-analytics-vidhya-hyderabadsecunderabad-bengaluru-8-11-years-jobid-Azq42f++5e9zpSvf+uAgZw==&source=srp,360000,680000,3.6,6.8,3.6 - 6.8 LPA,8,7
Analytics Consultant,Analytics Vidhya,"Advanced Analytics, Data Analysis, Data Analytics, Consultant, Sas, Statistical Modeling, Crm, Sql",INR 360000 - 680000,Bengaluru,5 - 7 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/analytics-consultant-analytics-vidhya-bengaluru-5-7-years-jobid-Y7PN5JMYbd5zpSvf+uAgZw==&source=srp,360000,680000,3.6,6.8,3.6 - 6.8 LPA,5,8
Senior Associate - Data Science,Analytics Vidhya,"Visualization, Spss, Pmp, Data Science, Software Development Methodologies, Data Analytics, Sas, Tableau",INR 360000 - 680000,Bengaluru,5 - 8 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/senior-associate-data-science-analytics-vidhya-bengaluru-5-8-years-jobid-ZWnRIg2S9llzpSvf+uAgZw==&source=srp,360000,680000,3.6,6.8,3.6 - 6.8 LPA,5,8
Position: Assistant Manager Hr (Talent Acquisition In Research And Analysis),Highrise Solutions,"Recruitment Expertise, Research & Analysis, Technology Hiring, Full Lifecycle Recruiting, Data Analytics Skills",Not disclosed,Gurugram,3 - 8 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/position-assistant-manager-hr-talent-acquisition-in-research-and-analysis-highrise-solutions-gurugram-3-8-years-jobid-UVRRmPb0PDdzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,3,5
"Apps And Games Growth Manager, Appdev (English, Vietnamese)",Google,"Mobile App Marketing, Data Analytics, Client Relationship Management, Digital Advertising, Business Development Strategies",Not disclosed,Vietnam,2 - 5 Yrs,2026-03-11,https://www.timesjobs.com/job-detail/apps-and-games-growth-manager-appdev-english-vietnamese-google-vietnam-2-5-years-jobid-pzAv3EWEeUVzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,2,5
"Solution Consultant, Gtech Ads Sellside (English, Mandarin)",Google,"Technical Project Management, Customer Relationship Management, Data Analytics Technologies, Technical Troubleshooting, Solution Engineering",Not disclosed,China,2 - 5 Yrs,2026-03-11,https://www.timesjobs.com/job-detail/solution-consultant-gtech-ads-sellside-english-mandarin-google-china-2-5-years-jobid-2qj1vVHFSzhzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,2,5
"Strategy And Operations Analyst, Gtm (Fixed-Term Contract)",Google,"Data Analytics Expertise, Google Suite Proficiency, Problem Solving Skills, Presentation Abilities, Collaboration Techniques",Not disclosed,Germany,4 - 7 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/strategy-and-operations-analyst-gtm-fixed-term-contract-google-germany-4-7-years-jobid-1GGaQRgwu5BzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,4,5
"Strategy And Operations Lead, Apac Youtube, Business Intelligence",Google,"Business Intelligence Expertise, Data Analytics Proficiency, Problem Solving Skills, Communication Skills, Project Management",Not disclosed,Singapore,6 - 9 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/strategy-and-operations-lead-apac-youtube-business-intelligence-google-singapore-6-9-years-jobid-kI0GIGAdjM5zpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,6,5
"Trust And Safety Analyst, User Feedback, Ads",Google,"Data Analytics Expert, SQL Proficiency, Python Programming, Problem Solving Skills, Policy Analysis Knowledge",Not disclosed,United States of America (USA),4 - 7 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/trust-and-safety-analyst-user-feedback-ads-google-united-states-of-america-usa-4-7-years-jobid-Foxn+w8PG6BzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,4,5
"Software Engineering Manager, Bigquery",Google,"Machine Learning Design, Technical Leadership, Cloud Computing Expertise, Stakeholder Management, Data Analytics Solutions",Not disclosed,United States of America (USA),8 - 11 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/software-engineering-manager-bigquery-google-united-states-of-america-usa-8-11-years-jobid-1FelGEKGRIdzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,8,5
System Services Representative - Sacramento California,Ibm,Server Installation   Technical Support   IT Engineering Concepts   Cloud Computing Knowledge   Data Analytics Familiarity,Not disclosed,San Francisco,1 - 3 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/system-services-representative-sacramento-california-ibm-san-francisco-1-3-years-jobid-6zm7voOWBcRzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,1,1
Supply Chain Planning Engineer,Caterpillar Inc,"Logistics Management, Supply Chain Optimization, Digital Transformation, Data Analytics Tools, Change Management Leadership",Not disclosed,Bengaluru,1 - 4 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/supply-chain-planning-engineer-caterpillar-inc-bengaluru-1-4-years-jobid-8kXLSoMCpW5zpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,1,5
Manager/ Senior Manager - Ad Sales (South) Bengaluru Fancode  Ad Sales / Full-Time / Remote,Fancode,"Digital Sales Strategies, Revenue Forecasting, Relationship Management, Data Analytics Proficiency, Online Advertising Trends",Not disclosed,Bengaluru,6 - 9 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/manager-senior-manager-ad-sales-south-bengaluru-fancode-ad-sales-full-time-remote-fancode-bengaluru-6-9-years-jobid-3X6KWugawmlzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,6,5
Loss Prevention Manager ( 85259438 ),Reliance Jio Infocomm Ltd.,"Security & Loss Prevention, Leadership Management, Customer Service Orientation, Effective Communication, Data Analytics Expertise",Not disclosed,India,3 - 7 Yrs,2026-03-11,https://www.timesjobs.com/job-detail/loss-prevention-manager-85259438--reliance-jio-infocomm-ltd-india-3-7-years-jobid-BT__SLASH__5+LmV__SLASH__x9zpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,3,5
"Solution Consultant, Gtech Ads Sellside (English, Mandarin)",Google,"Technical Project Management, Customer Relationship Management, Data Analytics Skills, Stakeholder Management, Solution Engineering",Not disclosed,China,2 - 5 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/solution-consultant-gtech-ads-sellside-english-mandarin-google-china-2-5-years-jobid-NwoQdZxlfh5zpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,2,5
"Manager, Contents Safety",Google,"Data Analytics Expertise, Cybersecurity Knowledge, Team Leadership Skills, Programming Proficiency, Strategic Decision Making",Not disclosed,Ireland,10 - 13 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/manager-contents-safety-google-ireland-10-13-years-jobid-A3A9Jt3KXzpzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,10,5
"Analyst, Business Development Executive",Visa Inc.,"Portfolio Management, Data Analytics, Customer Engagement, Stakeholder Collaboration, Performance Tracking, Credit Cards, Transaction",INR 360000 - 680000,Mumbai,5 - 8 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/analyst-business-development-executive-visa-inc-mumbai-5-8-years-jobid-h+acng6__SLASH__L2RzpSvf+uAgZw==&source=srp,360000,680000,3.6,6.8,3.6 - 6.8 LPA,5,7
Custom Software Engineer,Accenture,"Data Analytics Expertise, SAP HANA Development, SQL Proficiency, Talend ETL Skills, Data Visualization",Not disclosed,Hyderabad,7 - 10 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/custom-software-engineer-accenture-hyderabadsecunderabad-7-10-years-jobid-tU2vn9dAvXVzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,7,5
"Scaled Testing Specialist, Rai Testing, Trust And Safety",Google,"Data Analytics Expertise, SQL Proficiency, Visualization Techniques, Problem Solving Ability, Technical Communication Skills",Not disclosed,Ireland,7 - 10 Yrs,2026-03-11,https://www.timesjobs.com/job-detail/scaled-testing-specialist-rai-testing-trust-and-safety-google-ireland-7-10-years-jobid-o0lMfE02RVhzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,7,5
"Solution Architect Iii, Platform, Fsi, Google Cloud",Google,"Cloud Native Architecture, Technical Stakeholder Engagement, Infrastructure Modernization, Application Modernization, Data Analytics Expertise",Not disclosed,Canada,9 - 10 Yrs,2026-03-11,https://www.timesjobs.com/job-detail/solution-architect-iii-platform-fsi-google-cloud-google-canada-9-10-years-jobid-HTvJDdImFvhzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,9,5
"Product Data Scientist, Google Pay",Google,"Statistical Analysis, Machine Learning Models, A/B Testing, Data Analytics Pipelines, Product Insights",Not disclosed,Bengaluru,5 - 8 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/product-data-scientist-google-pay-google-bengaluru-5-8-years-jobid-QmK4KITQp0xzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,5,5
"Cloud Ai Engineer, Global Services Delivery (English, Spanish)",Google,"Machine Learning Solutions, Cloud Enterprise Design, Software Development, Data Analytics Techniques, Customer Communication",Not disclosed,Mexico,3 - 6 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/cloud-ai-engineer-global-services-delivery-english-spanish-google-mexico-3-6-years-jobid-XXZlg35FuhBzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,3,5
"Manager, Age Appropriateness, Youtube",Google,"Data Analytics Expertise, People Management Skills, Communication Proficiency, Stakeholder Influence, Operational Strategy Development",Not disclosed,Ireland,10 - 13 Yrs,2026-03-12,https://www.timesjobs.com/job-detail/manager-age-appropriateness-youtube-google-ireland-10-13-years-jobid-2DObuYqLGV5zpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,10,5
Industry Subject Matter Advisor,Accenture,"SAP For Utilities, Energy Data Management, Device Management, Project Management, Data Analytics Tools",Not disclosed,Hyderabad,7 - 10 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/industry-subject-matter-advisor-accenture-hyderabadsecunderabad-7-10-years-jobid-MCwOhg7__SLASH__jXNzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,7,5
Deputy Manager - Two Wheeler - North & E...,Bajaj Finserv,"Product Sales Expertise, Data Analytics Proficiency, Excellent Communication, Training And Development, Interpersonal Skills",Not disclosed,India,4 - 5 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/deputy-manager-two-wheeler-north-e-bajaj-finserv-india-4-5-years-jobid-zaDusbaoYUpzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,4,5
Placement Head,Mumbai Rozgaar Pvt Ltd,"Corporate Relationship Management, Strategic Leadership, Team Management, Data Analytics Proficiency, Student Employability Enhancement",Not disclosed,Pune,8 - 15 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/placement-head-mumbai-rozgaar-pvt-ltd-pune-8-15-years-jobid-f80ZPpSIwPJzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,8,5
Sr. Business Analyst / Data Analyst,Jean Martin Systems India Pvt Ltd,"Data Analytics, Tableau Expertise, Power BI Skills, SQL Query Writing, Business Analysis",Not disclosed,Remote,3 - 4 Yrs,2026-03-13,https://www.timesjobs.com/job-detail/sr-business-analyst-data-analyst-jean-martin-systems-india-pvt-ltd-remote-3-4-years-jobid-iLs0IUAV+PxzpSvf+uAgZw==&source=srp,0,0,0.0,0.0,Not disclosed,3,5
